"metric","side","n","min","max","median","mean","sd","workload"
"Branch-direction MPKI","Renaissance",1481,0.2362,0.5339,0.369037,0.369037,NA,"naive-bayes"
"Branch-direction MPKI","Renaissance",1513,0.237,0.4435,0.417436,0.417436,NA,"neo4j-analytics"
"Branch-direction MPKI","Renaissance",1503,0.81575,1.5606,1.29331,1.29331,NA,"page-rank"
"Context switches (/CPU-s)","DCPerf",2559,144.53325,231.5325,193.735,193.735,NA,"feedsim"
"Context switches (/CPU-s)","DCPerf",1536,83.813025,366.03965,319.859,319.859,NA,"video_transcode"
"Context switches (/CPU-s)","DaCapo",759,46656.86335,49843.9456,47126.6,47126.6,NA,"cassandra"
"Context switches (/CPU-s)","DaCapo",1537,3707.1149,4045.3434,5051.29,5051.29,NA,"kafka"
"Context switches (/CPU-s)","DaCapo",1552,34004.366625,38542.35705,33712.8,33712.8,NA,"tomcat"
"Context switches (/CPU-s)","Renaissance",1542,8048.808375,8774.737525,9278.1,9278.1,NA,"finagle-chirper"
"Context switches (/CPU-s)","Renaissance",1544,40659.375325,41319.29375,40575.1,40575.1,NA,"finagle-http"
"Context switches (/CPU-s)","Renaissance",1525,138.0477,554.2181,817.338,817.338,NA,"naive-bayes"
"Context switches (/CPU-s)","Renaissance",1543,187.19045,494.32975,620.683,620.683,NA,"neo4j-analytics"
"Context switches (/CPU-s)","Renaissance",1541,23.0407,254.4061,227.444,227.444,NA,"page-rank"
"DRAM read (GB/s)","DCPerf",2528,7.073325,12.91655,11.6652,11.6652,NA,"feedsim"
"DRAM read (GB/s)","DCPerf",1518,2.8742,4.922275,4.69406,4.69406,NA,"video_transcode"
"DRAM read (GB/s)","DaCapo",1535,0.0032,3.53145,2.00887,2.00887,NA,"cassandra"
"DRAM read (GB/s)","DaCapo",1523,0.71865,0.79335,1.0091,1.0091,NA,"kafka"
"DRAM read (GB/s)","DaCapo",1539,0.5262,0.61895,0.742931,0.742931,NA,"tomcat"
"DRAM read (GB/s)","Renaissance",1524,6.31925,6.95355,7.67914,7.67914,NA,"finagle-chirper"
"DRAM read (GB/s)","Renaissance",1534,6.542125,6.674,7.59444,7.59444,NA,"finagle-http"
"DRAM read (GB/s)","Renaissance",1509,5.1619,11.9736,9.94419,9.94419,NA,"naive-bayes"
"DRAM read (GB/s)","Renaissance",1532,1.252,2.636975,2.22558,2.22558,NA,"neo4j-analytics"
"DRAM read (GB/s)","Renaissance",1526,2.9368,6.5246,5.71719,5.71719,NA,"page-rank"
"DSB coverage (%)","DCPerf",2500,77.46875,86.267525,82.4899,82.4899,NA,"feedsim"
"DSB coverage (%)","DCPerf",1504,52.75595,61.149925,57.1115,57.1115,NA,"video_transcode"
"DSB coverage (%)","DaCapo",1516,7.030175,16.8263,20.7721,20.7721,NA,"cassandra"
"DSB coverage (%)","DaCapo",1510,43.108875,44.41415,59.933,59.933,NA,"kafka"
"DSB coverage (%)","DaCapo",1517,36.9241,42.1559,46.2321,46.2321,NA,"tomcat"
"DSB coverage (%)","Renaissance",1507,57.6919,62.6524,60.193,60.193,NA,"finagle-chirper"
"DSB coverage (%)","Renaissance",1514,12.71455,13.392,14.424,14.424,NA,"finagle-http"
"DSB coverage (%)","Renaissance",1485,88.5894,93.6872,88.7361,88.7361,NA,"naive-bayes"
"DSB coverage (%)","Renaissance",1514,58.098725,75.118075,68.1843,68.1843,NA,"neo4j-analytics"
"DSB coverage (%)","Renaissance",1505,93.4433,97.8726,94.695,94.695,NA,"page-rank"
"IPC","DCPerf",2522,1.320675,2.15855,1.82034,1.82034,NA,"feedsim"
"IPC","DCPerf",1512,2.56015,2.689725,2.61859,2.61859,NA,"video_transcode"
"IPC","DaCapo",1537,0.6164,0.993,1.04636,1.04636,NA,"cassandra"
"IPC","DaCapo",1540,1.330675,1.3923,1.42219,1.42219,NA,"kafka"
"IPC","DaCapo",1539,1.30275,1.37055,1.37344,1.37344,NA,"tomcat"
"IPC","Renaissance",1525,1.8665,1.9951,1.93002,1.93002,NA,"finagle-chirper"
"IPC","Renaissance",1527,1.4161,1.4282,1.42299,1.42299,NA,"finagle-http"
"IPC","Renaissance",1514,2.365275,3.875575,3.27234,3.27234,NA,"naive-bayes"
"IPC","Renaissance",1530,3.104175,3.46435,3.26488,3.26488,NA,"neo4j-analytics"
"IPC","Renaissance",1530,1.64245,2.46165,2.14935,2.14935,NA,"page-rank"
"L1D miss rate (%)","DCPerf",2502,3.34195,5.104075,4.46076,4.46076,NA,"feedsim"
"L1D miss rate (%)","DCPerf",1505,1.5595,2.153,1.87445,1.87445,NA,"video_transcode"
"L1D miss rate (%)","DaCapo",1517,4.4118,5.1364,4.54302,4.54302,NA,"cassandra"
"L1D miss rate (%)","DaCapo",1505,2.2907,2.4107,2.16371,2.16371,NA,"kafka"
"L1D miss rate (%)","DaCapo",1517,2.7918,2.8647,2.81688,2.81688,NA,"tomcat"
"L1D miss rate (%)","Renaissance",1508,2.98675,3.15285,3.06009,3.06009,NA,"finagle-chirper"
"L1D miss rate (%)","Renaissance",1511,4.40765,4.42625,4.3858,4.3858,NA,"finagle-http"
"L1D miss rate (%)","Renaissance",1486,0.2752,0.421525,0.335304,0.335304,NA,"naive-bayes"
"L1D miss rate (%)","Renaissance",1516,0.338675,0.4502,0.385677,0.385677,NA,"neo4j-analytics"
"L1D miss rate (%)","Renaissance",1506,0.46215,1.007025,0.634002,0.634002,NA,"page-rank"
"L1D-load MPKI","DCPerf",2502,8.462975,13.611425,11.681,11.681,NA,"feedsim"
"L1D-load MPKI","DCPerf",1505,4.0062,5.3134,4.72091,4.72091,NA,"video_transcode"
"L1D-load MPKI","DaCapo",1517,11.3489,13.0963,11.7855,11.7855,NA,"cassandra"
"L1D-load MPKI","DaCapo",1505,6.0792,6.375,5.79869,5.79869,NA,"kafka"
"L1D-load MPKI","DaCapo",1517,7.0005,7.1412,7.19862,7.19862,NA,"tomcat"
"L1D-load MPKI","Renaissance",1508,8.816125,9.26535,8.99174,8.99174,NA,"finagle-chirper"
"L1D-load MPKI","Renaissance",1511,12.78255,12.8342,12.7143,12.7143,NA,"finagle-http"
"L1D-load MPKI","Renaissance",1486,0.882525,1.304725,1.06147,1.06147,NA,"naive-bayes"
"L1D-load MPKI","Renaissance",1516,0.968975,1.26735,1.08681,1.08681,NA,"neo4j-analytics"
"L1D-load MPKI","Renaissance",1506,1.417675,3.0629,1.93455,1.93455,NA,"page-rank"
"L1I MPKI (code-read)","DCPerf",2497,3.9907,8.6502,5.66694,5.66694,NA,"feedsim"
"L1I MPKI (code-read)","DCPerf",1501,10.2186,13.6346,11.8582,11.8582,NA,"video_transcode"
"L1I MPKI (code-read)","DaCapo",1514,69.149125,102.09635,61.9095,61.9095,NA,"cassandra"
"L1I MPKI (code-read)","DaCapo",1508,18.032575,19.004475,16.2147,16.2147,NA,"kafka"
"L1I MPKI (code-read)","DaCapo",1521,41.9819,44.5854,38.9236,38.9236,NA,"tomcat"
"L1I MPKI (code-read)","Renaissance",1504,24.0539,27.169225,25.4967,25.4967,NA,"finagle-chirper"
"L1I MPKI (code-read)","Renaissance",1513,52.5891,52.7868,52.2515,52.2515,NA,"finagle-http"
"L1I MPKI (code-read)","Renaissance",1488,0.192875,3.222475,1.57829,1.57829,NA,"naive-bayes"
"L1I MPKI (code-read)","Renaissance",1513,3.807,7.163,5.43537,5.43537,NA,"neo4j-analytics"
"L1I MPKI (code-read)","Renaissance",1505,0.1759,1.4515,1.08717,1.08717,NA,"page-rank"
"L1I stall (% cycles)","DCPerf",2497,3.1654,6.2189,4.56616,4.56616,NA,"feedsim"
"L1I stall (% cycles)","DCPerf",1501,2.5243,3.0378,2.78642,2.78642,NA,"video_transcode"
"L1I stall (% cycles)","DaCapo",1514,8.03285,25.1877,7.82991,7.82991,NA,"cassandra"
"L1I stall (% cycles)","DaCapo",1508,3.0667,3.45645,3.73465,3.73465,NA,"kafka"
"L1I stall (% cycles)","DaCapo",1521,8.1808,9.0356,8.43476,8.43476,NA,"tomcat"
"L1I stall (% cycles)","Renaissance",1504,7.0957,7.534575,7.56233,7.56233,NA,"finagle-chirper"
"L1I stall (% cycles)","Renaissance",1513,8.2164,8.3845,8.32378,8.32378,NA,"finagle-http"
"L1I stall (% cycles)","Renaissance",1488,0.5219,1.734725,1.02731,1.02731,NA,"naive-bayes"
"L1I stall (% cycles)","Renaissance",1513,1.4308,2.0236,1.72663,1.72663,NA,"neo4j-analytics"
"L1I stall (% cycles)","Renaissance",1505,0.2645,0.8158,0.565647,0.565647,NA,"page-rank"
"L2-load MPKI","DCPerf",2502,2.616025,5.14095,4.21672,4.21672,NA,"feedsim"
"L2-load MPKI","DCPerf",1505,0.1028,0.2148,0.166607,0.166607,NA,"video_transcode"
"L2-load MPKI","DaCapo",1517,0.8166,2.6983,0.789816,0.789816,NA,"cassandra"
"L2-load MPKI","DaCapo",1505,0.5938,0.6614,0.640701,0.640701,NA,"kafka"
"L2-load MPKI","DaCapo",1517,0.3574,0.4346,0.41614,0.41614,NA,"tomcat"
"L2-load MPKI","Renaissance",1508,0.5027,0.5492,0.540576,0.540576,NA,"finagle-chirper"
"L2-load MPKI","Renaissance",1511,0.6074,0.6182,0.617536,0.617536,NA,"finagle-http"
"L2-load MPKI","Renaissance",1486,0.089325,0.1692,0.129054,0.129054,NA,"naive-bayes"
"L2-load MPKI","Renaissance",1516,0.174075,0.362,0.29196,0.29196,NA,"neo4j-analytics"
"L2-load MPKI","Renaissance",1506,0.4095,1.17135,0.690302,0.690302,NA,"page-rank"
"L2-load miss rate (%)","DCPerf",2502,30.6551,38.081725,36.0989,36.0989,NA,"feedsim"
"L2-load miss rate (%)","DCPerf",1505,2.2841,4.3903,3.52912,3.52912,NA,"video_transcode"
"L2-load miss rate (%)","DaCapo",1517,6.4908,23.094,6.7016,6.7016,NA,"cassandra"
"L2-load miss rate (%)","DaCapo",1505,9.702,10.8653,11.0491,11.0491,NA,"kafka"
"L2-load miss rate (%)","DaCapo",1517,4.9855,6.1452,5.78082,5.78082,NA,"tomcat"
"L2-load miss rate (%)","Renaissance",1508,5.51725,6.039175,6.01191,6.01191,NA,"finagle-chirper"
"L2-load miss rate (%)","Renaissance",1511,4.7437,4.8291,4.85702,4.85702,NA,"finagle-http"
"L2-load miss rate (%)","Renaissance",1486,9.6385,13.020525,12.1581,12.1581,NA,"naive-bayes"
"L2-load miss rate (%)","Renaissance",1516,21.7211,33.225275,26.8639,26.8639,NA,"neo4j-analytics"
"L2-load miss rate (%)","Renaissance",1506,27.750675,45.65945,35.6827,35.6827,NA,"page-rank"
"LLC MPKI","DCPerf",2502,0.338825,0.56045,0.480402,0.480402,NA,"feedsim"
"LLC MPKI","DCPerf",1505,0.0448,0.1124,0.0875112,0.0875112,NA,"video_transcode"
"LLC MPKI","DaCapo",1517,0.1157,0.9606,0.129011,0.129011,NA,"cassandra"
"LLC MPKI","DaCapo",1505,0.2681,0.3259,0.298274,0.298274,NA,"kafka"
"LLC MPKI","DaCapo",1517,0.0194,0.0377,0.0394627,0.0394627,NA,"tomcat"
"LLC MPKI","Renaissance",1508,0.0577,0.072,0.0732878,0.0732878,NA,"finagle-chirper"
"LLC MPKI","Renaissance",1511,0.0123,0.0138,0.0179786,0.0179786,NA,"finagle-http"
"LLC MPKI","Renaissance",1486,0.0688,0.108875,0.0924814,0.0924814,NA,"naive-bayes"
"LLC MPKI","Renaissance",1516,0.08435,0.1632,0.13112,0.13112,NA,"neo4j-analytics"
"LLC MPKI","Renaissance",1506,0.23725,0.71245,0.386699,0.386699,NA,"page-rank"
"LLC miss rate (%)","DCPerf",2502,10.649925,13.44435,11.3928,11.3928,NA,"feedsim"
"LLC miss rate (%)","DCPerf",1505,42.0017,60.1924,52.5257,52.5257,NA,"video_transcode"
"LLC miss rate (%)","DaCapo",1516,13.941625,39.056425,16.3343,16.3343,NA,"cassandra"
"LLC miss rate (%)","DaCapo",1505,44.4024,50.5989,46.5543,46.5543,NA,"kafka"
"LLC miss rate (%)","DaCapo",1517,5.1051,9.2415,9.48305,9.48305,NA,"tomcat"
"LLC miss rate (%)","Renaissance",1508,11.21585,13.431075,13.5574,13.5574,NA,"finagle-chirper"
"LLC miss rate (%)","Renaissance",1511,2.01635,2.2505,2.91135,2.91135,NA,"finagle-http"
"LLC miss rate (%)","Renaissance",1486,64.884225,80.281525,71.6611,71.6611,NA,"naive-bayes"
"LLC miss rate (%)","Renaissance",1516,36.54385,53.496975,44.9101,44.9101,NA,"neo4j-analytics"
"LLC miss rate (%)","Renaissance",1506,48.08385,68.243975,56.0188,56.0188,NA,"page-rank"
"uop-cache (DSB) MPKI","DCPerf",2497,12.5141,23.4414,16.7911,16.7911,NA,"feedsim"
"uop-cache (DSB) MPKI","DCPerf",1500,48.650575,58.464025,53.1667,53.1667,NA,"video_transcode"
"uop-cache (DSB) MPKI","DaCapo",1504,112.721925,138.861325,101.446,101.446,NA,"cassandra"
"uop-cache (DSB) MPKI","DaCapo",1509,64.393,66.036,51.8171,51.8171,NA,"kafka"
"uop-cache (DSB) MPKI","DaCapo",1514,73.388975,77.4352,68.9579,68.9579,NA,"tomcat"
"uop-cache (DSB) MPKI","Renaissance",1504,48.693225,54.908175,51.7713,51.7713,NA,"finagle-chirper"
"uop-cache (DSB) MPKI","Renaissance",1512,113.1714,113.561375,112.246,112.246,NA,"finagle-http"
"uop-cache (DSB) MPKI","Renaissance",1481,5.8363,10.7991,9.84225,9.84225,NA,"naive-bayes"
"uop-cache (DSB) MPKI","Renaissance",1513,25.8555,45.7817,34.2717,34.2717,NA,"neo4j-analytics"
"uop-cache (DSB) MPKI","Renaissance",1503,2.18165,11.41615,8.08369,8.08369,NA,"page-rank"
