task,group,run,win,t0,dur,fence,instructions,tag,metric,value
tokio-rs,fpbr,run_1,041,1786121866.136,0.118,tool,170231269,idle,branch_MPKI,7.3445
tokio-rs,fpbr,run_1,042,1786121866.26,0.119,harness,48997797,harness,IPC,1.9728
tokio-rs,fpbr,run_1,042,1786121866.26,0.119,harness,48997797,harness,branch_MPKI,3.6848
tokio-rs,fpbr,run_1,042,1786121866.26,0.119,tool,89649222,shell,IPC,1.3417
tokio-rs,fpbr,run_1,042,1786121866.26,0.119,tool,89649222,shell,branch_MPKI,8.0547
tokio-rs,fpbr,run_1,043,1786121866.384,0.118,tool,156097514,idle,IPC,1.4937
tokio-rs,fpbr,run_1,043,1786121866.384,0.118,tool,156097514,idle,branch_MPKI,7.2383
tokio-rs,fpbr,run_1,044,1786121866.507,0.118,tool,82843470,idle,IPC,1.3952
tokio-rs,fpbr,run_1,044,1786121866.507,0.118,tool,82843470,idle,branch_MPKI,7.8229
tokio-rs,fpbr,run_1,045,1786121866.631,0.117,harness,65030746,harness,IPC,2.0225
tokio-rs,fpbr,run_1,045,1786121866.631,0.117,harness,65030746,harness,branch_MPKI,4.1857
tokio-rs,fpbr,run_1,045,1786121866.631,0.117,tool,168289941,idle,IPC,1.4301
tokio-rs,fpbr,run_1,045,1786121866.631,0.117,tool,168289941,idle,branch_MPKI,7.2619
tokio-rs,fpbr,run_1,046,1786121866.754,0.118,harness,1838686,harness,IPC,0.3426
tokio-rs,fpbr,run_1,046,1786121866.754,0.118,harness,1838686,harness,branch_MPKI,20.4902
tokio-rs,fpbr,run_1,046,1786121866.754,0.118,tool,94973203,shell,IPC,1.2811
tokio-rs,fpbr,run_1,046,1786121866.754,0.118,tool,94973203,shell,branch_MPKI,7.8811
tokio-rs,fpbr,run_1,047,1786121866.877,0.118,harness,65878847,harness,IPC,1.8425
tokio-rs,fpbr,run_1,047,1786121866.877,0.118,harness,65878847,harness,branch_MPKI,4.6208
tokio-rs,fpbr,run_1,047,1786121866.877,0.118,tool,59432272,idle,IPC,1.2941
tokio-rs,fpbr,run_1,047,1786121866.877,0.118,tool,59432272,idle,branch_MPKI,6.6382
tokio-rs,fpbr,run_1,048,1786121867.001,0.118,harness,1880197,harness,IPC,0.4293
tokio-rs,fpbr,run_1,048,1786121867.001,0.118,harness,1880197,harness,branch_MPKI,19.2134
tokio-rs,fpbr,run_1,048,1786121867.001,0.118,tool,25637139,idle,IPC,1.0967
tokio-rs,fpbr,run_1,048,1786121867.001,0.118,tool,25637139,idle,branch_MPKI,7.1613
tokio-rs,fpbr,run_1,049,1786121867.124,0.118,harness,115553915,harness,IPC,2.1661
tokio-rs,fpbr,run_1,049,1786121867.124,0.118,harness,115553915,harness,branch_MPKI,3.2612
tokio-rs,fpbr,run_1,049,1786121867.124,0.118,tool,38025130,idle,IPC,1.151
tokio-rs,fpbr,run_1,049,1786121867.124,0.118,tool,38025130,idle,branch_MPKI,7.6777
tokio-rs,fpbr,run_1,050,1786121867.248,0.118,harness,1832062,harness,IPC,0.4207
tokio-rs,fpbr,run_1,050,1786121867.248,0.118,harness,1832062,harness,branch_MPKI,19.5386
tokio-rs,fpbr,run_1,050,1786121867.248,0.118,tool,170148875,shell,IPC,1.3925
tokio-rs,fpbr,run_1,050,1786121867.248,0.118,tool,170148875,shell,branch_MPKI,7.3196
tokio-rs,fpbr,run_1,051,1786121867.372,0.118,harness,83566142,harness,IPC,2.5092
tokio-rs,fpbr,run_1,051,1786121867.372,0.118,harness,83566142,harness,branch_MPKI,2.562
tokio-rs,fpbr,run_1,051,1786121867.372,0.118,tool,89954741,idle,IPC,1.3297
tokio-rs,fpbr,run_1,051,1786121867.372,0.118,tool,89954741,idle,branch_MPKI,7.9559
tokio-rs,fpbr,run_1,052,1786121867.495,0.118,tool,157617624,idle,IPC,1.487
tokio-rs,fpbr,run_1,052,1786121867.495,0.118,tool,157617624,idle,branch_MPKI,7.2034
tokio-rs,fpbr,run_1,053,1786121867.619,0.117,tool,85702433,idle,IPC,1.3699
tokio-rs,fpbr,run_1,053,1786121867.619,0.117,tool,85702433,idle,branch_MPKI,7.7371
tokio-rs,fpbr,run_1,054,1786121867.742,0.12,harness,111299369,harness,IPC,2.4112
tokio-rs,fpbr,run_1,054,1786121867.742,0.12,harness,111299369,harness,branch_MPKI,3.021
tokio-rs,fpbr,run_1,054,1786121867.742,0.12,tool,168066485,shell,IPC,1.4252
tokio-rs,fpbr,run_1,054,1786121867.742,0.12,tool,168066485,shell,branch_MPKI,7.2792
tokio-rs,fpbr,run_1,055,1786121867.867,0.118,harness,1909559,harness,IPC,0.4192
tokio-rs,fpbr,run_1,055,1786121867.867,0.118,harness,1909559,harness,branch_MPKI,18.9044
tokio-rs,fpbr,run_1,055,1786121867.867,0.118,tool,95070608,idle,IPC,1.3072
tokio-rs,fpbr,run_1,055,1786121867.867,0.118,tool,95070608,idle,branch_MPKI,7.8321
tokio-rs,fpbr,run_1,056,1786121867.991,0.118,harness,136558742,harness,IPC,2.4136
tokio-rs,fpbr,run_1,056,1786121867.991,0.118,harness,136558742,harness,branch_MPKI,2.7232
tokio-rs,fpbr,run_1,056,1786121867.991,0.118,tool,18692937,idle,IPC,0.9948
tokio-rs,fpbr,run_1,056,1786121867.991,0.118,tool,18692937,idle,branch_MPKI,7.6814
tokio-rs,fpbr,run_1,057,1786121868.114,0.117,harness,1761766,harness,IPC,0.4287
tokio-rs,fpbr,run_1,057,1786121868.114,0.117,harness,1761766,harness,branch_MPKI,20.0089
tokio-rs,fpbr,run_1,057,1786121868.114,0.117,tool,74117561,idle,IPC,1.2893
tokio-rs,fpbr,run_1,057,1786121868.114,0.117,tool,74117561,idle,branch_MPKI,7.9273
tokio-rs,fpbr,run_1,058,1786121868.237,0.118,harness,81729420,harness,IPC,2.0671
tokio-rs,fpbr,run_1,058,1786121868.237,0.118,harness,81729420,harness,branch_MPKI,3.797
tokio-rs,fpbr,run_1,058,1786121868.237,0.118,tool,18663614,shell,IPC,1.0154
tokio-rs,fpbr,run_1,058,1786121868.237,0.118,tool,18663614,shell,branch_MPKI,7.3301
tokio-rs,fpbr,run_1,059,1786121868.361,0.118,harness,1813415,harness,IPC,0.4183
tokio-rs,fpbr,run_1,059,1786121868.361,0.118,harness,1813415,harness,branch_MPKI,19.5394
tokio-rs,fpbr,run_1,059,1786121868.361,0.118,tool,62371166,idle,IPC,1.2158
tokio-rs,fpbr,run_1,059,1786121868.361,0.118,tool,62371166,idle,branch_MPKI,7.8406
tokio-rs,fpbr,run_1,060,1786121868.484,0.118,harness,115281055,harness,IPC,2.3856
tokio-rs,fpbr,run_1,060,1786121868.484,0.118,harness,115281055,harness,branch_MPKI,2.8567
tokio-rs,fpbr,run_1,060,1786121868.484,0.118,tool,76758078,idle,IPC,1.2889
tokio-rs,fpbr,run_1,060,1786121868.484,0.118,tool,76758078,idle,branch_MPKI,8.1126
tokio-rs,fpbr,run_1,061,1786121868.608,0.118,harness,1765122,harness,IPC,0.4516
tokio-rs,fpbr,run_1,061,1786121868.608,0.118,harness,1765122,harness,branch_MPKI,20.2241
tokio-rs,fpbr,run_1,061,1786121868.608,0.118,tool,26021219,idle,IPC,1.079
tokio-rs,fpbr,run_1,061,1786121868.608,0.118,tool,26021219,idle,branch_MPKI,6.3175
tokio-rs,fpbr,run_1,062,1786121868.731,0.118,harness,93420124,harness,IPC,2.2277
tokio-rs,fpbr,run_1,062,1786121868.731,0.118,harness,93420124,harness,branch_MPKI,3.418
tokio-rs,fpbr,run_1,062,1786121868.731,0.118,tool,88347055,shell,IPC,1.3084
tokio-rs,fpbr,run_1,062,1786121868.731,0.118,tool,88347055,shell,branch_MPKI,8.1672
tokio-rs,fpbr,run_1,063,1786121868.854,0.118,harness,1838223,harness,IPC,0.4179
tokio-rs,fpbr,run_1,063,1786121868.854,0.118,harness,1838223,harness,branch_MPKI,19.5417
tokio-rs,fpbr,run_1,063,1786121868.854,0.118,tool,169448660,idle,IPC,1.4246
tokio-rs,fpbr,run_1,063,1786121868.854,0.118,tool,169448660,idle,branch_MPKI,7.3057
tokio-rs,fpbr,run_1,064,1786121868.978,0.118,harness,13070252,harness,IPC,1.2184
tokio-rs,fpbr,run_1,064,1786121868.978,0.118,harness,13070252,harness,branch_MPKI,7.1794
tokio-rs,fpbr,run_1,064,1786121868.978,0.118,tool,89507040,idle,IPC,1.3136
tokio-rs,fpbr,run_1,064,1786121868.978,0.118,tool,89507040,idle,branch_MPKI,8.0873
tokio-rs,fpbr,run_1,065,1786121869.101,0.117,harness,1780197,harness,IPC,0.5146
tokio-rs,fpbr,run_1,065,1786121869.101,0.117,harness,1780197,harness,branch_MPKI,19.8214
tokio-rs,fpbr,run_1,065,1786121869.101,0.117,tool,12577259,idle,IPC,0.9735
tokio-rs,fpbr,run_1,065,1786121869.101,0.117,tool,12577259,idle,branch_MPKI,7.2868
tokio-rs,fpbr,run_1,066,1786121869.224,0.118,harness,1651493,harness,IPC,0.4327
tokio-rs,fpbr,run_1,066,1786121869.224,0.118,harness,1651493,harness,branch_MPKI,20.037
tokio-rs,fpbr,run_1,066,1786121869.224,0.118,tool,86663330,shell,IPC,1.345
tokio-rs,fpbr,run_1,066,1786121869.224,0.118,tool,86663330,shell,branch_MPKI,7.9044
tokio-rs,fpbr,run_1,067,1786121869.347,0.117,tool,156432888,idle,IPC,1.4606
tokio-rs,fpbr,run_1,067,1786121869.347,0.117,tool,156432888,idle,branch_MPKI,7.3838
tokio-rs,fpbr,run_1,068,1786121869.47,0.118,harness,1756363,harness,IPC,0.4065
tokio-rs,fpbr,run_1,068,1786121869.47,0.118,harness,1756363,harness,branch_MPKI,19.9879
tokio-rs,fpbr,run_1,068,1786121869.47,0.118,tool,95382649,idle,IPC,1.2915
tokio-rs,fpbr,run_1,068,1786121869.47,0.118,tool,95382649,idle,branch_MPKI,7.9075
tokio-rs,fpbr,run_1,069,1786121869.595,0.118,harness,111109977,harness,IPC,2.3367
tokio-rs,fpbr,run_1,069,1786121869.595,0.118,harness,111109977,harness,branch_MPKI,3.0475
tokio-rs,fpbr,run_1,069,1786121869.595,0.118,tool,132287806,idle,IPC,1.3914
tokio-rs,fpbr,run_1,069,1786121869.595,0.118,tool,132287806,idle,branch_MPKI,7.2685
tokio-rs,fpbr,run_1,070,1786121869.719,0.118,harness,1784429,harness,IPC,0.4156
tokio-rs,fpbr,run_1,070,1786121869.719,0.118,harness,1784429,harness,branch_MPKI,19.6517
tokio-rs,fpbr,run_1,070,1786121869.719,0.118,tool,46388591,shell,IPC,1.1998
tokio-rs,fpbr,run_1,070,1786121869.719,0.118,tool,46388591,shell,branch_MPKI,7.378
tokio-rs,fpbr,run_1,071,1786121869.842,0.118,harness,132381295,harness,IPC,2.5434
tokio-rs,fpbr,run_1,071,1786121869.842,0.118,harness,132381295,harness,branch_MPKI,2.5382
tokio-rs,fpbr,run_1,071,1786121869.842,0.118,tool,17858130,idle,IPC,0.9415
tokio-rs,fpbr,run_1,071,1786121869.842,0.118,tool,17858130,idle,branch_MPKI,8.1615
tokio-rs,fpbr,run_1,072,1786121869.966,0.117,harness,1758902,harness,IPC,0.439
tokio-rs,fpbr,run_1,072,1786121869.966,0.117,harness,1758902,harness,branch_MPKI,20.2211
tokio-rs,fpbr,run_1,072,1786121869.966,0.117,tool,11983170,idle,IPC,0.9386
tokio-rs,fpbr,run_1,072,1786121869.966,0.117,tool,11983170,idle,branch_MPKI,7.8926
tokio-rs,fpbr,run_1,073,1786121870.089,0.118,harness,126754783,harness,IPC,2.4565
tokio-rs,fpbr,run_1,073,1786121870.089,0.118,harness,126754783,harness,branch_MPKI,2.5623
tokio-rs,fpbr,run_1,073,1786121870.089,0.118,tool,18963577,idle,IPC,0.9497
tokio-rs,fpbr,run_1,073,1786121870.089,0.118,tool,18963577,idle,branch_MPKI,8.0366
tokio-rs,fpbr,run_1,074,1786121870.213,0.118,harness,1792853,harness,IPC,0.4387
tokio-rs,fpbr,run_1,074,1786121870.213,0.118,harness,1792853,harness,branch_MPKI,20.1851
tokio-rs,fpbr,run_1,074,1786121870.213,0.118,tool,57209069,shell,IPC,1.6794
tokio-rs,fpbr,run_1,074,1786121870.213,0.118,tool,57209069,shell,branch_MPKI,6.0727
tokio-rs,fpbr,run_1,075,1786121870.338,0.118,harness,137173703,harness,IPC,2.6559
tokio-rs,fpbr,run_1,075,1786121870.338,0.118,harness,137173703,harness,branch_MPKI,2.3559
tokio-rs,fpbr,run_1,075,1786121870.338,0.118,tool,56174288,idle,IPC,1.2405
tokio-rs,fpbr,run_1,075,1786121870.338,0.118,tool,56174288,idle,branch_MPKI,7.9144
tokio-rs,fpbr,run_1,076,1786121870.462,0.118,harness,1783667,harness,IPC,0.4423
tokio-rs,fpbr,run_1,076,1786121870.462,0.118,harness,1783667,harness,branch_MPKI,19.9236
tokio-rs,fpbr,run_1,076,1786121870.462,0.118,tool,27388590,idle,IPC,1.1406
tokio-rs,fpbr,run_1,076,1786121870.462,0.118,tool,27388590,idle,branch_MPKI,6.4315
tokio-rs,fpbr,run_1,077,1786121870.585,0.118,harness,146420370,harness,IPC,2.7259
tokio-rs,fpbr,run_1,077,1786121870.585,0.118,harness,146420370,harness,branch_MPKI,2.2901
tokio-rs,fpbr,run_1,077,1786121870.585,0.118,tool,66567081,idle,IPC,1.2648
tokio-rs,fpbr,run_1,077,1786121870.585,0.118,tool,66567081,idle,branch_MPKI,8.0928
tokio-rs,fpbr,run_1,078,1786121870.709,0.119,harness,1754767,harness,IPC,0.4591
tokio-rs,fpbr,run_1,078,1786121870.709,0.119,harness,1754767,harness,branch_MPKI,20.205
tokio-rs,fpbr,run_1,078,1786121870.709,0.119,tool,21306777,shell,IPC,1.0742
