task,run,t,fence,retiring,bad_spec,fe_bound,be_bound,fetch_lat,fetch_bw,mem_bound,core_bound,heavy_ops,br_mispred
tokio-rs,run_7,30.029698816,harness,45.27,13.5,21.26,23.12,9.02,12.25,18.42,4.7,1.18,11.68
tokio-rs,run_7,30.029698816,tool,23.31,17.8,31.7,27.21,19.73,11.97,17.48,9.72,1.47,16.87
tokio-rs,run_7,40.039580725,harness,43.39,11.83,18.53,27.91,8.31,10.21,22.75,5.16,1.36,10.38
tokio-rs,run_7,40.039580725,tool,25.35,17.12,28.4,31.34,17.21,11.19,20.19,11.15,1.39,16.38
tokio-rs,run_7,50.049929951,harness,47.16,10.83,17.53,24.35,7.43,10.11,19.53,4.82,1.44,9.26
tokio-rs,run_7,50.049929951,tool,26.1,15.94,30.79,28.13,19.38,11.41,18.13,10.0,2.31,15.23
tokio-rs,run_7,60.059584608,harness,40.23,11.63,18.94,33.08,8.8,10.14,27.68,5.41,1.28,10.38
tokio-rs,run_7,60.059584608,tool,25.25,16.69,29.7,29.54,18.82,10.88,18.23,11.31,1.53,15.77
tokio-rs,run_7,70.069580629,harness,45.19,9.65,17.13,27.76,5.61,11.51,21.84,5.92,1.65,7.93
tokio-rs,run_7,70.069580629,tool,25.69,16.85,29.98,29.62,18.63,11.35,18.82,10.8,1.49,15.99
tokio-rs,run_7,80.079582667,harness,44.52,9.47,17.06,29.62,5.26,11.8,22.5,7.12,1.59,7.86
tokio-rs,run_7,80.079582667,tool,26.3,15.69,27.55,30.89,14.92,12.63,20.87,10.02,1.18,15.2
tokio-rs,run_7,85.920181982,harness,36.99,8.74,14.78,38.75,5.02,9.76,33.62,5.12,1.37,7.3
tokio-rs,run_7,85.920181982,tool,30.97,14.04,25.2,33.32,12.55,12.65,23.03,10.29,1.23,13.43
tokio-rs,run_8,10.010025935,harness,30.65,17.23,36.27,16.0,22.79,13.49,10.43,5.57,1.4,16.21
tokio-rs,run_8,10.010025935,tool,23.02,20.08,38.08,19.57,22.93,15.15,11.49,8.08,2.49,19.32
tokio-rs,run_8,20.019704951,harness,37.95,12.9,21.97,27.33,9.89,12.07,22.59,4.74,0.96,11.69
tokio-rs,run_8,20.019704951,tool,24.54,16.77,32.21,27.68,20.74,11.48,17.49,10.19,2.2,16.14
tokio-rs,run_8,30.030097088,harness,46.7,12.56,21.37,21.97,8.87,12.5,16.68,5.29,0.92,11.12
tokio-rs,run_8,30.030097088,tool,23.3,18.15,32.51,27.3,20.6,11.9,17.1,10.2,1.63,17.36
tokio-rs,run_8,40.04046769,harness,44.5,12.08,19.19,27.26,8.79,10.4,22.05,5.21,0.85,10.84
tokio-rs,run_8,40.04046769,tool,26.02,17.0,29.16,30.54,17.43,11.73,20.43,10.12,1.57,16.06
tokio-rs,run_8,50.050852391,harness,47.52,12.26,18.29,22.61,8.37,9.91,17.87,4.74,0.81,11.06
tokio-rs,run_8,50.050852391,tool,25.68,15.91,31.31,27.41,20.01,11.3,17.34,10.07,2.45,15.3
tokio-rs,run_8,60.060702157,harness,37.97,12.24,17.07,34.78,9.11,7.96,29.98,4.8,0.81,11.04
tokio-rs,run_8,60.060702157,tool,24.61,17.1,30.01,28.68,18.92,11.09,18.48,10.19,1.82,16.21
tokio-rs,run_8,70.070710594,harness,44.7,9.72,18.01,27.27,5.84,12.17,21.67,5.6,1.22,8.49
tokio-rs,run_8,70.070710594,tool,24.98,16.92,29.53,28.0,18.64,10.89,19.16,8.84,1.87,16.05
tokio-rs,run_8,80.080710864,harness,51.74,9.02,18.09,20.08,5.16,12.93,14.98,5.1,1.18,7.84
tokio-rs,run_8,80.080710864,tool,26.58,16.01,27.91,30.51,15.12,12.79,20.68,9.83,1.17,15.49
tokio-rs,run_8,86.104143398,harness,35.3,9.28,14.95,41.47,4.81,10.14,34.82,6.65,0.84,8.38
tokio-rs,run_8,86.104143398,tool,32.02,14.42,25.41,32.01,12.78,12.63,22.46,9.55,1.18,14.01
