task,run,t,fence,retiring,bad_spec,fe_bound,be_bound,fetch_lat,fetch_bw,mem_bound,core_bound,heavy_ops,br_mispred
fmtlib,run_5,20.019419512,harness,39.94,13.28,22.81,23.59,11.27,11.54,18.11,5.49,0.98,12.12
fmtlib,run_5,20.019419512,tool,28.11,17.95,34.44,20.28,18.14,16.3,11.61,8.67,2.2,17.35
fmtlib,run_5,30.02942225,harness,43.17,12.06,20.15,27.76,9.13,11.02,22.27,5.49,0.89,11.26
fmtlib,run_5,30.02942225,tool,30.69,14.32,33.33,22.65,17.48,15.85,13.66,8.99,2.38,13.81
fmtlib,run_5,40.039432991,harness,49.42,12.58,21.89,18.68,10.75,11.14,13.19,5.49,0.87,11.84
fmtlib,run_5,40.039432991,tool,27.3,17.92,37.03,18.56,21.41,15.61,12.11,6.45,1.62,17.52
fmtlib,run_5,50.049816293,tool,29.49,18.62,34.42,21.18,20.33,14.09,13.78,7.4,1.32,17.89
fmtlib,run_5,60.059490397,tool,30.98,19.24,30.29,21.96,17.06,13.23,13.33,8.63,1.18,18.48
fmtlib,run_5,70.069420255,harness,38.19,10.53,17.26,36.02,8.7,8.56,30.53,5.49,0.87,9.82
fmtlib,run_5,70.069420255,tool,27.53,17.62,33.71,22.47,18.49,15.22,17.36,5.11,1.6,16.83
fmtlib,run_5,80.079420361,harness,46.54,11.94,17.88,27.07,9.85,8.03,22.44,4.63,0.93,11.65
fmtlib,run_5,80.079420361,tool,29.32,20.58,34.94,16.69,20.03,14.91,9.56,7.13,1.25,19.82
fmtlib,run_5,90.089419417,tool,26.28,16.52,31.03,23.97,19.25,11.78,15.82,8.15,1.57,16.13
fmtlib,run_5,100.09977546,harness,47.41,12.19,18.16,26.95,10.32,7.84,21.44,5.51,0.87,11.54
fmtlib,run_5,100.09977546,tool,28.18,15.76,34.03,23.01,18.06,15.97,15.54,7.48,2.28,15.15
fmtlib,run_5,110.109422611,tool,27.79,19.03,35.7,19.07,19.99,15.71,12.66,6.41,1.62,18.55
fmtlib,run_5,120.120423786,tool,27.47,19.85,32.84,19.83,18.72,14.13,12.16,7.66,1.49,19.37
fmtlib,run_5,130.131898362,harness,50.25,12.37,20.68,20.57,8.98,11.69,15.04,5.53,0.92,11.63
fmtlib,run_5,130.131898362,tool,31.77,17.36,26.27,26.07,13.24,13.03,15.92,10.15,1.86,16.67
fmtlib,run_5,135.944004813,harness,36.3,10.83,16.53,42.16,9.1,7.43,36.29,5.87,0.87,11.14
fmtlib,run_5,135.944004813,tool,33.39,18.75,33.54,20.7,15.9,17.64,12.23,8.48,1.69,18.0
fmtlib,run_6,10.009906123,harness,26.33,19.59,38.64,16.25,25.82,12.83,10.73,5.52,1.18,18.48
fmtlib,run_6,10.009906123,tool,27.77,17.33,30.15,25.29,17.18,12.96,13.07,12.22,2.18,16.54
fmtlib,run_6,20.020917478,harness,40.67,14.37,23.15,23.78,10.75,12.4,18.3,5.49,0.97,12.4
fmtlib,run_6,20.020917478,tool,25.87,18.86,35.82,19.36,20.56,15.26,11.29,8.07,2.28,18.15
fmtlib,run_6,30.031903397,harness,43.54,12.16,20.35,26.75,8.04,12.3,22.13,4.63,1.36,10.63
fmtlib,run_6,30.031903397,tool,30.63,15.52,32.63,21.96,17.95,14.68,12.74,9.22,2.54,14.93
fmtlib,run_6,40.042301008,harness,52.53,13.61,22.62,17.22,10.33,12.29,12.3,4.92,1.3,11.91
fmtlib,run_6,40.042301008,tool,26.97,18.32,37.08,18.41,21.41,15.67,12.03,6.39,1.63,17.93
fmtlib,run_6,50.052915621,tool,29.69,18.77,34.45,20.97,20.18,14.27,13.84,7.13,1.64,18.36
fmtlib,run_6,60.068917019,tool,29.8,19.23,29.94,23.92,18.46,11.48,14.12,9.8,1.18,18.46
fmtlib,run_6,70.078906151,harness,40.44,11.49,19.54,32.57,9.2,10.33,26.92,5.65,1.28,10.64
fmtlib,run_6,70.078906151,tool,27.87,18.77,34.91,22.77,19.34,15.57,17.31,5.47,1.6,18.37
fmtlib,run_6,80.089150567,harness,46.52,12.15,20.92,28.08,9.16,11.76,21.73,6.36,1.25,12.0
fmtlib,run_6,80.089150567,tool,29.87,20.37,35.14,14.96,19.81,15.33,7.8,7.16,1.27,19.61
fmtlib,run_6,90.098908845,tool,26.27,16.14,31.77,24.37,18.46,13.31,15.85,8.53,1.57,15.76
fmtlib,run_6,100.108936613,harness,43.01,12.8,20.28,27.11,8.17,12.11,23.69,3.42,1.33,11.47
fmtlib,run_6,100.108936613,tool,28.75,15.79,33.89,22.32,18.05,15.84,15.57,6.76,2.25,15.3
fmtlib,run_6,110.118814097,tool,27.48,19.28,35.41,19.49,20.11,15.3,13.06,6.42,1.67,18.69
fmtlib,run_6,120.128908116,tool,26.8,19.85,33.02,19.91,19.07,13.96,12.02,7.89,1.34,19.39
fmtlib,run_6,130.13890705,harness,50.27,13.69,23.23,21.67,10.5,12.73,16.83,4.84,1.25,12.39
fmtlib,run_6,130.13890705,tool,30.59,17.56,26.4,26.19,13.51,12.88,15.88,10.3,1.6,16.89
fmtlib,run_6,135.803384581,harness,36.02,11.3,15.19,40.34,8.07,7.12,34.62,5.72,1.26,10.11
fmtlib,run_6,135.803384581,tool,30.1,18.56,33.6,22.22,16.16,17.44,14.13,8.09,1.67,17.96
fmtlib,run_7,10.009853211,harness,24.37,18.7,39.48,16.68,28.11,11.37,11.45,5.23,1.18,17.93
fmtlib,run_7,10.009853211,tool,28.13,16.79,29.81,25.88,16.57,13.24,13.67,12.2,2.18,16.2
fmtlib,run_7,20.019861302,harness,40.16,14.41,23.59,24.44,12.95,10.65,19.38,5.06,1.21,12.8
fmtlib,run_7,20.019861302,tool,26.01,17.71,36.4,19.86,20.32,16.09,12.49,7.37,2.4,17.11
fmtlib,run_7,30.031854943,harness,43.69,12.7,19.91,27.13,8.36,11.55,22.39,4.74,1.31,11.14
fmtlib,run_7,30.031854943,tool,29.86,15.46,32.93,23.05,18.36,14.57,12.86,10.19,2.44,14.74
fmtlib,run_7,40.041848629,harness,49.77,13.74,22.35,16.52,11.11,11.24,11.69,4.83,1.24,12.17
fmtlib,run_7,40.041848629,tool,27.59,18.95,36.83,18.06,21.06,15.77,11.42,6.64,1.98,18.54
fmtlib,run_7,50.051857992,tool,29.53,18.61,34.3,20.53,20.27,14.02,12.76,7.77,1.3,18.19
fmtlib,run_7,60.064852111,tool,29.41,19.22,30.98,21.18,17.17,13.81,12.55,8.63,1.18,18.43
fmtlib,run_7,70.074852252,harness,38.78,13.39,15.24,35.2,10.72,4.52,30.92,4.28,1.3,11.83
fmtlib,run_7,70.074852252,tool,27.66,17.5,34.39,22.87,19.46,14.93,17.45,5.42,1.61,17.09
fmtlib,run_7,80.084853417,harness,43.32,11.84,19.97,28.92,9.16,10.81,24.1,4.82,1.29,11.88
fmtlib,run_7,80.084853417,tool,29.47,20.19,35.51,15.73,20.19,15.33,8.86,6.87,1.24,19.43
fmtlib,run_7,90.089489371,tool,25.88,16.1,31.76,23.92,19.27,12.5,15.51,8.41,1.57,15.71
fmtlib,run_7,100.099791599,harness,42.91,13.38,19.08,27.95,10.7,8.38,23.45,4.5,1.24,12.14
fmtlib,run_7,100.099791599,tool,29.34,15.5,33.59,23.19,17.86,15.73,15.97,7.22,2.26,14.93
fmtlib,run_7,110.109851464,tool,27.55,19.43,35.84,18.84,20.18,15.66,12.52,6.32,1.42,19.0
fmtlib,run_7,120.120273106,tool,27.72,19.15,33.21,20.0,18.92,14.29,12.79,7.2,1.41,18.76
fmtlib,run_7,130.129850196,harness,56.49,13.4,20.72,17.21,10.84,9.88,8.63,8.58,1.32,12.09
fmtlib,run_7,130.129850196,tool,32.69,15.69,25.29,26.04,11.87,13.42,16.46,9.58,1.58,15.04
fmtlib,run_7,136.146606852,harness,35.99,9.11,15.35,41.0,5.0,10.35,35.0,6.0,1.28,7.83
fmtlib,run_7,136.146606852,tool,34.65,15.77,34.2,24.38,13.59,20.61,15.92,8.46,1.6,15.19
fmtlib,run_8,10.00981269,harness,26.5,19.2,37.65,16.39,25.54,12.11,10.89,5.5,1.19,18.43
fmtlib,run_8,10.00981269,tool,27.95,17.61,29.08,25.68,16.17,12.91,13.28,12.4,2.11,16.67
fmtlib,run_8,20.019750591,harness,39.05,12.45,22.73,24.59,12.59,10.13,19.0,5.59,1.17,11.47
fmtlib,run_8,20.019750591,tool,26.8,17.85,34.79,21.36,19.43,15.36,12.32,9.04,2.25,17.35
fmtlib,run_8,30.030135828,harness,43.62,10.84,18.25,27.05,8.3,9.95,21.9,5.15,1.18,9.92
fmtlib,run_8,30.030135828,tool,30.63,15.52,33.32,22.48,17.35,15.97,12.57,9.91,2.15,15.04
fmtlib,run_8,40.040529921,harness,52.02,11.52,20.17,18.49,10.21,9.96,13.24,5.25,1.18,10.6
fmtlib,run_8,40.040529921,tool,27.54,18.73,37.07,18.47,20.92,16.15,11.73,6.75,1.64,18.32
fmtlib,run_8,50.050853149,tool,29.16,18.96,34.05,20.73,19.61,14.44,14.02,6.71,1.29,18.24
fmtlib,run_8,60.060747997,tool,29.8,19.23,30.04,21.96,17.68,12.36,12.55,9.41,1.18,18.45
fmtlib,run_8,70.070752054,harness,36.57,11.41,15.13,35.04,9.38,5.76,30.29,4.75,1.18,10.59
fmtlib,run_8,70.070752054,tool,27.78,17.54,34.93,22.97,19.92,15.02,17.14,5.83,1.98,16.78
fmtlib,run_8,80.080753607,harness,43.21,10.18,17.32,28.39,8.65,8.67,24.04,4.35,1.18,9.27
fmtlib,run_8,80.080753607,tool,28.97,21.47,35.78,15.13,21.51,14.27,8.38,6.75,1.22,20.71
fmtlib,run_8,90.091108276,tool,26.27,15.69,31.0,24.35,19.31,11.68,16.26,8.09,1.96,15.29
fmtlib,run_8,100.100750325,harness,42.48,11.19,16.75,32.02,9.81,6.94,25.39,6.63,1.18,10.31
fmtlib,run_8,100.100750325,tool,28.39,16.03,33.88,22.78,18.34,15.54,15.45,7.33,2.16,15.53
fmtlib,run_8,110.11075499,tool,27.94,19.45,35.36,19.36,19.89,15.47,12.66,6.7,1.47,19.0
fmtlib,run_8,120.120751673,tool,27.78,19.06,32.46,20.12,18.71,13.75,12.55,7.58,1.41,18.57
fmtlib,run_8,130.1300633,harness,53.6,11.24,18.79,13.7,10.18,8.61,11.26,2.44,1.31,10.19
fmtlib,run_8,130.1300633,tool,31.07,17.31,26.87,25.28,13.31,13.56,15.34,9.94,1.59,16.83
fmtlib,run_8,135.966464835,harness,36.54,10.06,14.59,40.76,8.33,6.26,35.99,4.77,1.18,10.23
fmtlib,run_8,135.966464835,tool,32.16,17.12,27.93,23.87,13.65,14.28,15.06,8.81,1.6,16.63
