task,run,t,fence,retiring,bad_spec,fe_bound,be_bound,fetch_lat,fetch_bw,mem_bound,core_bound,heavy_ops,br_mispred
vuejs,run_5,44.622797094,harness,16.92,10.9,11.6,60.63,5.31,6.29,54.06,6.57,0.77,10.24
vuejs,run_5,44.622797094,tool,31.09,16.96,37.91,17.13,22.47,15.45,9.79,7.34,2.13,16.34
vuejs,run_6,10.00942987,harness,34.07,18.27,34.36,13.72,19.67,14.7,7.45,6.27,1.54,16.74
vuejs,run_6,10.00942987,tool,28.11,18.07,38.4,16.8,22.83,15.57,9.4,7.39,2.36,17.44
vuejs,run_6,20.01977703,harness,43.25,16.1,25.66,14.19,12.12,13.54,8.19,6.0,1.46,14.65
vuejs,run_6,20.01977703,tool,29.76,17.25,38.66,16.36,23.05,15.6,9.34,7.02,2.48,16.66
vuejs,run_6,30.029426068,harness,33.02,11.9,21.74,33.63,9.98,11.76,28.53,5.1,0.89,10.58
vuejs,run_6,30.029426068,tool,30.35,17.02,38.25,16.73,22.75,15.5,9.58,7.15,2.44,16.46
vuejs,run_6,40.039431321,tool,30.11,16.87,38.53,16.57,23.14,15.39,9.51,7.06,2.45,16.32
vuejs,run_6,44.567386378,harness,18.26,9.56,12.53,59.62,5.86,6.68,52.65,6.97,0.75,8.99
vuejs,run_6,44.567386378,tool,31.0,15.76,39.84,15.61,24.04,15.8,8.96,6.65,1.98,15.25
vuejs,run_7,10.009896487,harness,32.19,17.49,36.0,14.77,21.52,14.48,8.88,5.89,1.18,16.33
vuejs,run_7,10.009896487,tool,28.21,17.72,38.33,17.0,22.91,15.42,9.42,7.58,2.49,17.04
vuejs,run_7,20.018943878,harness,42.41,15.4,27.01,15.51,13.17,13.84,9.63,5.88,1.17,14.23
vuejs,run_7,20.018943878,tool,30.59,17.25,38.21,16.72,22.68,15.53,9.22,7.5,2.56,16.63
vuejs,run_7,30.0294922,harness,34.08,12.15,21.17,32.34,8.78,12.39,28.14,4.21,0.61,11.54
vuejs,run_7,30.0294922,tool,31.87,16.38,37.23,16.91,22.06,15.17,9.74,7.17,2.52,15.81
vuejs,run_7,40.039543088,tool,31.76,16.41,37.56,16.8,22.11,15.44,9.38,7.42,2.57,15.88
vuejs,run_7,44.62559145,harness,17.82,10.76,11.86,60.67,5.46,6.4,53.39,7.28,0.65,10.15
vuejs,run_7,44.62559145,tool,30.96,15.67,38.98,16.47,23.39,15.59,9.88,6.59,2.09,15.18
vuejs,run_8,10.010017172,harness,33.75,17.81,34.29,14.57,19.63,14.66,8.65,5.92,1.55,16.67
vuejs,run_8,10.010017172,tool,28.19,18.69,38.13,16.88,22.67,15.46,9.4,7.48,2.3,18.11
vuejs,run_8,20.020186044,harness,44.41,17.95,25.46,13.82,10.62,14.84,7.95,5.88,1.56,15.52
vuejs,run_8,20.020186044,tool,29.98,17.79,38.2,16.76,22.46,15.74,9.42,7.34,2.45,17.2
vuejs,run_8,30.030543162,harness,35.57,14.14,21.88,34.01,9.91,11.97,30.04,3.96,1.56,13.54
vuejs,run_8,30.030543162,tool,30.57,17.89,37.89,16.95,22.33,15.56,9.47,7.48,2.42,17.34
vuejs,run_8,40.040196261,tool,30.78,17.15,38.06,16.82,22.4,15.66,9.25,7.56,2.53,16.57
vuejs,run_8,44.587337324,harness,18.39,11.24,13.58,61.46,5.06,8.52,54.17,7.29,0.59,10.08
vuejs,run_8,44.587337324,tool,30.35,16.3,39.53,15.89,23.84,15.7,9.28,6.61,2.12,15.76
vuejs,run_9,10.009921217,harness,32.73,17.95,34.9,14.78,20.14,14.77,8.59,6.19,1.56,16.75
vuejs,run_9,10.009921217,tool,28.0,18.01,38.61,17.06,22.88,15.74,9.59,7.47,2.38,17.54
vuejs,run_9,20.020277455,harness,40.77,15.07,27.82,14.6,12.88,14.94,8.92,5.68,1.56,14.0
vuejs,run_9,20.020277455,tool,29.52,17.03,38.79,16.7,23.39,15.41,9.44,7.26,2.61,16.45
vuejs,run_9,30.029918195,harness,33.97,12.63,21.14,31.58,10.2,10.95,26.46,5.12,1.06,11.91
vuejs,run_9,30.029918195,tool,29.89,17.36,38.26,16.77,23.05,15.21,9.46,7.3,2.49,16.79
vuejs,run_9,40.040233477,tool,30.67,16.99,38.28,16.64,23.0,15.27,9.42,7.23,2.47,16.4
vuejs,run_9,44.619664558,harness,17.72,9.67,11.79,61.23,5.54,6.25,53.01,8.22,0.51,9.53
vuejs,run_9,44.619664558,tool,30.15,15.1,40.25,16.5,24.43,15.82,9.91,6.58,1.77,14.47
