task,run,t,fence,retiring,bad_spec,fe_bound,be_bound,fetch_lat,fetch_bw,mem_bound,core_bound,heavy_ops,br_mispred
jqlang,run_10,90.085626011,harness,45.68,12.02,19.71,26.58,8.55,11.16,21.28,5.3,1.11,9.98
jqlang,run_10,90.085626011,tool,35.01,15.63,35.62,14.85,18.86,16.76,7.61,7.24,2.76,15.18
jqlang,run_10,95.349916397,harness,33.85,8.37,15.47,43.12,6.66,8.81,34.86,8.26,1.19,8.3
jqlang,run_10,95.349916397,tool,33.48,16.97,36.6,14.6,19.67,16.93,7.57,7.04,2.57,16.47
jqlang,run_11,10.009895599,harness,31.11,17.87,36.65,14.53,22.32,14.33,7.98,6.55,1.53,16.77
jqlang,run_11,10.009895599,tool,30.04,16.43,30.58,23.56,16.52,14.06,12.35,11.21,2.29,15.69
jqlang,run_11,20.019893915,tool,29.81,22.25,36.6,12.27,19.79,16.81,5.65,6.62,1.95,21.88
jqlang,run_11,30.029892653,harness,5.96,5.16,50.49,38.47,43.99,6.5,20.39,18.08,0.94,7.77
jqlang,run_11,30.029892653,tool,31.71,19.84,38.59,12.11,21.73,16.86,6.03,6.09,2.17,19.34
jqlang,run_11,40.040248205,harness,41.1,17.93,26.72,14.25,12.29,14.42,7.58,6.67,1.56,16.77
jqlang,run_11,40.040248205,tool,31.66,21.03,36.39,12.27,20.35,16.05,5.79,6.48,1.92,20.36
jqlang,run_11,50.049897297,harness,31.51,12.29,20.86,34.85,9.63,11.23,29.39,5.46,0.94,11.07
jqlang,run_11,50.049897297,tool,36.84,15.17,33.0,15.86,16.87,16.13,8.22,7.64,2.27,14.47
jqlang,run_11,60.059891966,harness,50.01,15.92,23.7,14.5,9.82,13.89,7.98,6.52,1.49,14.19
jqlang,run_11,60.059891966,tool,34.22,17.41,33.92,14.19,18.84,15.08,6.97,7.22,2.15,16.83
jqlang,run_11,70.069898465,harness,45.06,14.77,22.61,26.43,10.58,12.03,19.76,6.67,1.57,13.2
jqlang,run_11,70.069898465,tool,34.26,17.37,34.87,13.59,18.29,16.58,7.06,6.53,2.17,16.71
jqlang,run_11,80.079894732,harness,45.42,11.37,18.9,23.93,6.36,12.54,18.43,5.49,1.18,9.8
jqlang,run_11,80.079894732,tool,33.52,16.79,36.12,14.24,19.32,16.8,7.61,6.62,2.33,16.15
jqlang,run_11,90.089900886,harness,44.09,10.51,17.19,26.8,6.0,11.19,21.23,5.57,1.25,9.5
jqlang,run_11,90.089900886,tool,32.97,16.54,36.34,14.69,19.79,16.56,7.81,6.88,2.37,15.91
jqlang,run_11,95.250553958,harness,33.69,7.95,13.91,42.9,5.37,8.54,36.99,5.91,0.86,7.13
jqlang,run_11,95.250553958,tool,34.46,17.22,36.19,14.5,19.66,16.54,7.26,7.24,2.29,16.65
jqlang,run_2,10.010019978,harness,28.58,17.92,37.0,16.41,23.98,13.03,10.74,5.67,1.35,16.8
jqlang,run_2,10.010019978,tool,30.19,16.16,29.67,24.88,16.4,13.27,12.55,12.33,2.15,15.4
jqlang,run_2,20.01983783,tool,30.57,22.43,36.46,11.76,20.24,16.21,5.41,6.36,1.79,22.02
jqlang,run_2,30.030813241,harness,5.59,6.84,50.67,36.69,47.18,3.49,21.9,14.79,0.78,6.68
jqlang,run_2,30.030813241,tool,31.69,20.09,38.31,12.33,22.11,16.19,5.71,6.62,2.22,19.44
jqlang,run_2,40.040814406,harness,38.49,17.33,28.2,16.98,15.71,12.49,11.47,5.5,1.17,15.17
jqlang,run_2,40.040814406,tool,31.41,21.1,37.14,12.62,20.41,16.73,5.99,6.63,1.97,20.56
jqlang,run_2,50.050822524,harness,31.18,13.2,19.87,35.46,10.08,9.79,29.96,5.49,1.18,12.32
jqlang,run_2,50.050822524,tool,37.18,15.92,32.71,16.32,17.08,15.63,8.51,7.81,2.18,15.38
jqlang,run_2,60.060809026,harness,48.27,15.26,25.23,15.29,13.6,11.64,9.8,5.49,1.17,14.09
jqlang,run_2,60.060809026,tool,35.12,17.71,34.47,13.99,18.07,16.41,7.22,6.77,2.14,17.15
jqlang,run_2,70.069016271,harness,47.5,14.07,21.57,24.02,11.41,10.16,19.73,4.29,1.18,12.9
jqlang,run_2,70.069016271,tool,35.69,17.72,35.41,12.5,18.15,17.26,6.02,6.48,2.51,17.29
jqlang,run_2,80.079473948,harness,45.13,11.24,19.77,24.32,7.38,12.39,18.82,5.51,1.27,9.68
jqlang,run_2,80.079473948,tool,34.97,16.92,35.29,14.33,18.8,16.5,7.21,7.12,2.49,16.4
jqlang,run_2,90.088811094,harness,44.83,10.61,18.41,26.75,6.06,12.35,21.09,5.66,1.31,8.83
jqlang,run_2,90.088811094,tool,34.36,16.92,36.16,14.7,19.15,17.01,7.5,7.2,2.51,16.36
jqlang,run_2,95.350312934,harness,33.72,8.3,14.43,43.28,5.19,9.24,36.14,7.13,1.1,6.99
jqlang,run_2,95.350312934,tool,33.84,16.87,35.87,14.79,19.12,16.75,7.49,7.3,2.63,16.3
jqlang,run_3,10.009928575,harness,31.74,17.47,35.68,14.76,21.31,14.37,8.47,6.28,1.56,16.31
jqlang,run_3,10.009928575,tool,30.27,16.11,28.9,25.19,15.47,13.42,12.33,12.86,2.35,15.54
jqlang,run_3,20.019932253,tool,30.27,22.66,36.13,11.93,19.96,16.16,5.43,6.51,1.94,22.02
jqlang,run_3,30.029929967,harness,9.73,8.31,46.57,39.52,41.15,5.42,19.59,19.93,1.56,5.99
jqlang,run_3,30.029929967,tool,31.75,19.94,38.09,12.25,22.07,16.01,5.93,6.32,2.28,19.29
jqlang,run_3,40.040267095,harness,42.03,17.55,25.42,14.66,11.04,14.37,8.37,6.29,1.57,16.38
jqlang,run_3,40.040267095,tool,31.91,20.69,37.54,12.09,20.31,17.24,6.03,6.06,2.1,20.79
jqlang,run_3,50.049935086,harness,34.78,14.42,20.73,31.27,10.24,10.49,24.99,6.28,0.94,12.46
jqlang,run_3,50.049935086,tool,36.31,16.32,33.79,15.39,17.5,16.29,8.03,7.36,2.49,14.89
jqlang,run_3,60.059939565,harness,47.39,14.09,24.43,16.13,10.74,13.69,10.63,5.5,1.57,12.14
jqlang,run_3,60.059939565,tool,33.67,18.8,36.17,13.38,19.34,16.83,6.63,6.76,2.31,18.17
jqlang,run_3,70.069928114,harness,44.13,12.49,21.15,25.8,9.06,12.09,19.49,6.3,1.57,11.34
jqlang,run_3,70.069928114,tool,34.01,18.29,36.09,13.04,19.25,16.83,6.67,6.36,2.41,17.69
jqlang,run_3,80.080410934,harness,43.5,12.17,20.49,24.27,8.72,11.77,18.39,5.89,1.57,10.6
jqlang,run_3,80.080410934,tool,34.21,17.07,35.84,14.16,19.18,16.66,7.16,7.0,2.48,16.5
jqlang,run_3,90.089925428,harness,42.44,12.06,18.52,28.07,6.85,11.67,21.31,6.76,1.57,10.5
jqlang,run_3,90.089925428,tool,33.02,17.74,36.67,14.61,20.0,16.67,7.35,7.26,2.5,17.13
jqlang,run_3,95.341236592,harness,32.1,9.19,15.56,46.36,5.09,10.47,36.71,9.65,1.58,9.29
jqlang,run_3,95.341236592,tool,33.92,17.57,36.26,13.55,19.09,17.18,6.67,6.87,2.54,17.0
jqlang,run_4,10.009216989,harness,31.36,17.94,36.29,14.18,21.81,14.48,8.25,5.93,1.54,16.81
jqlang,run_4,10.009216989,tool,30.71,16.19,29.93,24.43,15.68,14.25,12.15,12.28,2.31,15.5
jqlang,run_4,20.019215929,tool,29.96,22.38,36.64,12.38,19.91,16.73,5.19,7.19,1.81,22.02
jqlang,run_4,30.029211812,harness,6.47,7.76,51.64,37.55,43.53,8.11,21.01,16.54,0.83,7.72
jqlang,run_4,30.029211812,tool,31.36,19.25,37.75,12.91,21.39,16.36,6.01,6.9,2.08,18.36
jqlang,run_4,40.039212853,harness,41.47,17.94,26.36,13.85,11.52,14.84,7.97,5.89,1.56,16.77
jqlang,run_4,40.039212853,tool,31.81,20.18,36.9,12.42,19.84,17.06,5.65,6.77,2.08,19.73
jqlang,run_4,50.049213198,harness,33.19,13.27,20.5,32.65,9.56,10.94,26.77,5.88,1.01,12.89
jqlang,run_4,50.049213198,tool,37.3,15.83,32.5,15.85,16.27,16.23,8.01,7.83,2.37,15.13
jqlang,run_4,60.059211258,harness,47.78,13.7,24.45,15.73,11.14,13.31,9.85,5.88,1.57,12.14
jqlang,run_4,60.059211258,tool,34.68,17.56,35.22,14.42,18.48,16.73,7.53,6.89,2.21,16.93
jqlang,run_4,70.069253133,harness,43.92,12.17,20.22,24.27,7.98,12.24,18.4,5.87,1.58,10.91
jqlang,run_4,70.069253133,tool,35.2,17.58,35.72,14.27,18.31,17.41,6.85,7.42,2.27,16.92
jqlang,run_4,80.079583051,harness,45.04,12.05,18.76,24.91,7.44,11.32,18.95,5.96,1.61,10.05
jqlang,run_4,80.079583051,tool,34.44,17.12,35.45,13.85,18.98,16.46,7.1,6.75,2.35,16.53
jqlang,run_4,90.089212013,harness,45.05,10.93,17.64,26.93,6.59,11.05,21.04,5.88,1.57,9.75
jqlang,run_4,90.089212013,tool,33.76,16.66,36.74,14.43,19.87,16.87,7.59,6.84,2.57,16.06
jqlang,run_4,95.276541641,harness,34.32,9.47,14.44,43.68,6.08,8.36,36.6,7.08,1.57,7.9
jqlang,run_4,95.276541641,tool,34.86,17.18,35.95,13.24,18.76,17.19,6.53,6.71,2.56,16.65
jqlang,run_5,10.010019819,harness,31.26,17.75,36.53,14.38,22.19,14.34,8.42,5.96,1.53,16.69
jqlang,run_5,10.010019819,tool,30.48,16.54,29.8,23.82,15.82,13.98,12.43,11.39,2.13,15.61
jqlang,run_5,20.019947887,tool,29.99,22.21,36.18,12.17,19.89,16.29,5.66,6.51,1.83,21.92
jqlang,run_5,30.029938311,harness,7.57,8.2,46.34,41.16,38.94,7.4,22.35,18.81,1.67,8.12
jqlang,run_5,30.029938311,tool,31.27,20.2,38.39,11.72,21.96,16.43,5.53,6.19,1.93,19.55
jqlang,run_5,40.040273325,harness,42.0,17.55,26.21,13.88,11.39,14.82,7.98,5.9,1.57,16.38
jqlang,run_5,40.040273325,tool,31.68,20.29,36.94,11.97,20.51,16.44,5.4,6.57,1.9,19.66
jqlang,run_5,50.050583399,harness,34.03,13.77,21.16,31.44,10.14,11.02,25.55,5.89,0.94,12.59
jqlang,run_5,50.050583399,tool,37.47,14.76,32.23,15.65,16.72,15.5,7.78,7.87,2.13,14.04
jqlang,run_5,60.059934042,harness,48.18,13.71,24.43,15.73,11.12,13.31,10.23,5.49,1.57,12.15
jqlang,run_5,60.059934042,tool,34.61,18.19,34.74,13.1,18.88,15.86,6.21,6.88,2.1,17.56
jqlang,run_5,70.069989146,harness,44.92,12.1,21.16,25.39,9.45,11.71,19.9,5.49,1.57,11.35
jqlang,run_5,70.069989146,tool,34.54,16.97,35.26,13.75,18.49,16.77,6.52,7.23,2.37,16.41
jqlang,run_5,80.07476571,harness,45.43,11.76,20.49,23.9,9.12,11.37,18.41,5.49,1.57,10.59
jqlang,run_5,80.07476571,tool,34.69,16.49,36.1,13.86,19.35,16.75,6.61,7.25,2.48,15.91
jqlang,run_5,90.085475803,harness,42.74,11.67,18.52,26.8,7.24,11.28,21.31,5.49,1.57,10.49
jqlang,run_5,90.085475803,tool,34.78,16.71,36.49,13.49,19.1,17.39,6.45,7.04,2.51,16.08
jqlang,run_5,95.346154591,harness,32.93,8.82,15.59,43.82,5.5,10.09,38.26,5.56,1.58,9.29
jqlang,run_5,95.346154591,tool,34.88,16.89,36.37,12.88,18.93,17.44,6.33,6.55,2.54,16.36
jqlang,run_6,10.009914712,harness,29.64,17.91,37.25,14.65,23.08,14.17,8.84,5.8,1.41,17.14
jqlang,run_6,10.009914712,tool,31.43,15.61,29.76,24.04,15.07,14.69,12.43,11.6,2.4,15.11
jqlang,run_6,20.019912484,tool,30.06,22.46,36.52,12.15,19.57,16.94,6.02,6.13,1.9,22.05
jqlang,run_6,30.029919418,harness,5.68,6.73,51.07,36.61,45.07,6.0,21.92,14.69,1.22,6.68
jqlang,run_6,30.029919418,tool,31.27,19.77,38.19,12.08,21.66,16.53,6.0,6.08,2.22,19.14
jqlang,run_6,40.039911304,harness,39.29,15.67,29.97,15.42,16.29,13.69,9.38,6.04,1.28,13.49
jqlang,run_6,40.039911304,tool,31.78,20.83,36.8,12.77,19.79,17.01,6.0,6.77,2.05,20.07
jqlang,run_6,50.050238954,harness,32.35,12.64,21.87,33.03,10.49,11.37,27.54,5.49,1.08,11.1
jqlang,run_6,50.050238954,tool,37.72,15.61,32.57,16.56,16.64,15.93,8.77,7.79,2.23,14.9
jqlang,run_6,60.059918755,harness,48.4,13.18,23.09,15.86,9.73,13.35,10.37,5.49,1.25,11.5
jqlang,run_6,60.059918755,tool,35.76,17.4,34.14,15.25,17.72,16.42,7.62,7.63,2.24,16.68
jqlang,run_6,70.069913254,harness,45.11,12.16,19.82,24.49,7.97,11.84,18.62,5.87,1.39,10.6
jqlang,run_6,70.069913254,tool,35.3,17.95,34.74,13.37,17.92,16.82,6.42,6.95,2.5,17.39
jqlang,run_6,80.080496771,harness,46.28,11.72,19.25,24.64,8.39,10.86,18.91,5.74,1.08,10.16
jqlang,run_6,80.080496771,tool,36.2,16.52,35.14,14.25,17.9,17.24,6.89,7.35,2.53,15.89
jqlang,run_6,90.08993701,harness,44.89,10.92,17.83,28.13,7.26,10.57,21.95,6.18,1.37,9.94
jqlang,run_6,90.08993701,tool,35.33,16.63,35.65,14.08,18.63,17.02,7.12,6.96,2.55,16.02
jqlang,run_6,95.21938754,harness,33.0,9.32,14.58,44.62,4.44,10.15,37.47,7.15,1.52,8.12
jqlang,run_6,95.21938754,tool,34.53,16.66,36.33,14.61,19.4,16.94,7.34,7.27,2.52,16.01
jqlang,run_7,10.009855558,harness,28.98,18.22,38.11,14.99,24.13,13.98,9.53,5.47,1.29,17.07
jqlang,run_7,10.009855558,tool,29.92,17.03,29.0,25.12,15.9,13.09,12.44,12.68,2.19,16.27
jqlang,run_7,20.019858078,tool,30.1,22.81,36.35,12.19,19.69,16.65,5.52,6.67,2.1,22.35
jqlang,run_7,30.029859444,harness,5.56,7.48,53.58,32.52,46.86,6.73,20.79,11.73,0.78,7.48
jqlang,run_7,30.029859444,tool,31.32,20.65,37.53,13.24,21.6,15.93,6.38,6.87,2.25,20.13
jqlang,run_7,40.039861837,harness,37.84,15.14,30.05,15.41,16.89,13.15,10.31,5.1,1.17,13.97
jqlang,run_7,40.039861837,tool,31.63,20.68,36.47,12.76,19.85,16.62,5.89,6.87,1.99,20.14
jqlang,run_7,50.050292569,harness,33.63,12.59,21.48,33.0,9.91,11.58,27.48,5.52,0.75,11.56
jqlang,run_7,50.050292569,tool,38.02,15.1,32.2,16.57,16.26,15.94,8.61,7.96,2.27,14.47
jqlang,run_7,60.05985724,harness,48.56,13.39,24.08,16.04,10.31,13.77,10.71,5.33,0.95,12.28
jqlang,run_7,60.05985724,tool,35.04,16.77,34.24,14.23,18.15,16.1,7.28,6.95,2.32,16.13
jqlang,run_7,70.069853427,harness,43.49,12.54,20.81,24.48,8.49,12.33,19.11,5.37,0.91,11.07
jqlang,run_7,70.069853427,tool,33.69,17.26,34.36,13.94,18.41,15.95,7.8,6.14,2.21,16.64
jqlang,run_7,80.079860767,harness,43.65,12.61,20.48,23.68,9.07,11.41,18.43,5.24,1.03,11.09
jqlang,run_7,80.079860767,tool,33.98,16.5,34.48,15.72,18.7,15.78,8.15,7.58,2.43,15.9
jqlang,run_7,90.089864605,harness,44.15,11.32,19.92,26.75,8.18,11.74,21.37,5.38,0.91,10.16
jqlang,run_7,90.089864605,tool,34.24,16.29,35.23,14.65,19.04,16.2,7.77,6.88,2.49,15.62
jqlang,run_7,95.333839783,harness,33.68,8.92,15.25,43.14,5.19,10.06,37.02,6.11,1.19,6.97
jqlang,run_7,95.333839783,tool,34.88,15.78,35.89,14.67,18.85,17.04,7.52,7.15,2.76,15.16
jqlang,run_8,10.009539918,harness,29.75,17.89,37.5,15.18,23.05,14.46,8.88,6.3,1.42,16.73
jqlang,run_8,10.009539918,tool,29.99,16.53,29.9,24.05,16.14,13.77,11.71,12.34,2.27,15.93
jqlang,run_8,20.019545907,tool,30.21,22.66,36.22,12.2,19.63,16.59,5.48,6.72,1.8,22.25
jqlang,run_8,30.029551803,harness,7.71,7.89,47.96,36.52,43.56,4.4,18.31,18.22,0.89,7.79
jqlang,run_8,30.029551803,tool,31.5,20.08,38.38,12.23,21.8,16.58,5.48,6.75,2.11,19.61
jqlang,run_8,40.039542056,harness,36.74,15.61,32.34,16.2,18.3,14.04,10.7,5.5,1.17,14.83
jqlang,run_8,40.039542056,tool,31.67,20.56,36.48,12.42,20.11,16.37,5.59,6.84,2.07,20.19
jqlang,run_8,50.049541608,harness,32.36,12.61,20.14,35.87,10.61,9.52,30.37,5.49,1.17,10.82
jqlang,run_8,50.049541608,tool,36.83,15.14,32.73,16.09,16.41,16.32,8.82,7.27,2.62,14.67
jqlang,run_8,60.059541618,harness,48.91,13.31,22.89,15.07,12.32,10.57,10.18,4.89,1.17,11.75
jqlang,run_8,60.059541618,tool,35.15,16.66,34.52,14.28,18.06,16.46,7.12,7.16,2.39,15.63
jqlang,run_8,70.069544408,harness,45.02,12.21,19.63,25.3,8.33,11.3,18.33,6.98,1.43,10.53
jqlang,run_8,70.069544408,tool,34.26,17.7,35.25,12.61,18.44,16.81,6.99,5.62,2.34,17.09
jqlang,run_8,80.079742971,harness,45.35,11.66,18.41,24.02,7.46,10.96,18.55,5.46,1.09,10.57
jqlang,run_8,80.079742971,tool,34.95,17.37,35.53,13.98,18.88,16.65,7.06,6.92,2.42,16.81
jqlang,run_8,90.090132448,harness,43.08,11.58,18.36,27.19,6.82,11.54,21.38,5.8,1.5,10.07
jqlang,run_8,90.090132448,tool,34.49,17.28,35.37,14.38,18.71,16.66,7.38,7.0,2.45,16.75
jqlang,run_8,95.249924652,harness,33.49,8.01,15.44,42.33,5.81,9.62,35.6,6.73,1.47,8.37
jqlang,run_8,95.249924652,tool,34.14,16.92,36.06,14.5,18.84,17.22,7.16,7.34,2.56,16.43
jqlang,run_9,10.009923557,harness,29.45,17.79,37.68,15.2,23.58,14.1,9.45,5.75,1.35,16.64
jqlang,run_9,10.009923557,tool,30.7,16.34,29.68,24.23,15.83,13.85,12.21,12.02,2.24,15.39
jqlang,run_9,20.019923305,tool,30.24,22.58,36.25,12.19,19.5,16.75,5.44,6.75,2.05,22.13
jqlang,run_9,30.031063422,harness,9.76,10.73,47.19,34.56,46.24,0.96,14.87,19.7,1.11,10.6
jqlang,run_9,30.031063422,tool,31.66,19.43,37.96,11.88,21.6,16.36,5.82,6.06,2.3,18.9
jqlang,run_9,40.041915817,harness,40.24,17.17,29.19,15.78,15.76,13.43,10.28,5.5,1.17,15.3
jqlang,run_9,40.041915817,tool,31.72,20.08,37.15,12.21,20.35,16.8,5.45,6.76,2.24,19.56
jqlang,run_9,50.051920159,harness,32.54,11.75,22.12,33.69,9.99,12.14,28.2,5.49,1.18,10.97
jqlang,run_9,50.051920159,tool,38.25,14.79,31.97,15.57,16.9,15.08,7.55,8.01,2.51,13.73
jqlang,run_9,60.061922897,harness,48.92,11.75,22.1,14.97,9.96,12.14,9.48,5.49,1.18,10.97
jqlang,run_9,60.061922897,tool,35.6,16.68,35.12,13.45,20.06,15.05,6.59,6.86,2.51,15.98
jqlang,run_9,70.071926745,harness,46.97,10.71,18.92,22.88,8.86,10.06,17.39,5.49,1.18,9.93
jqlang,run_9,70.071926745,tool,33.9,17.22,36.14,13.53,19.68,16.46,6.28,7.25,2.59,16.53
jqlang,run_9,80.081953914,harness,46.76,11.49,18.49,23.46,8.18,10.3,17.99,5.47,1.19,10.57
jqlang,run_9,80.081953914,tool,34.87,16.32,35.96,13.82,19.39,16.58,6.52,7.31,2.7,15.65
jqlang,run_9,90.083722783,harness,43.99,11.1,18.24,27.11,6.36,11.88,21.16,5.95,1.18,9.58
jqlang,run_9,90.083722783,tool,34.98,16.71,35.87,13.67,18.96,16.91,6.54,7.13,2.67,16.05
jqlang,run_9,95.32656841,harness,33.36,8.51,14.27,44.08,4.49,9.78,36.62,7.46,1.22,7.33
jqlang,run_9,95.32656841,tool,35.4,16.67,35.66,13.57,18.43,17.23,6.48,7.1,2.72,16.07
